編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
2976,毒品,1080228,苗栗縣通霄鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
2977,毒品,1070605,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,2,海洛因,0
2977,毒品,1070605,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,2,安非他命,0
2978,毒品,1080311,嘉義縣竹崎鄉,普通住宅(一、二層樓),    ,房間（起居室）,1,海洛因,0
2979,毒品,1080320,嘉義縣竹崎鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
2980,毒品,1080316,嘉義縣竹崎鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
2981,毒品,1080111,高雄市大寮區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
2981,毒品,1080111,高雄市大寮區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
2982,毒品,1080321,台北市信義區,大廈(六層以上建築物),    ,    ,1,安非他命,0
2983,毒品,1071220,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
2984,毒品,1071217,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
2984,毒品,1071217,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
2985,毒品,1080225,屏東縣麟洛鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
2986,毒品,1071202,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
2987,毒品,1080319,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
2987,毒品,1080319,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
2988,毒品,1080309,台南市北區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
2989,毒品,1080407,彰化縣永靖鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
2990,毒品,1080428,彰化縣員林市,普通住宅(一、二層樓),    ,巷口(路口),1,海洛因,0
2991,毒品,1080129,南投縣仁愛鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
2992,毒品,1080222,高雄市鹽埕區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.32
2993,毒品,1080119,桃園市八德區,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
2994,毒品,1080305,基隆市七堵區,便利商店,    ,門口(出入口),1,海洛因,0
2995,毒品,1080104,苗栗縣苑裡鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
2996,毒品,1070526,基隆市安樂區,集合住宅,    ,    ,1,安非他命,0
2997,毒品,1080314,基隆市安樂區,公寓(三至五層建築物),    ,    ,1,安非他命,0
2998,毒品,1080228,花蓮縣新城鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
2999,毒品,1071222,雲林縣斗六市,出租公寓（套房）,    ,    ,1,安非他命,0
3000,毒品,1080226,基隆市仁愛區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3001,毒品,1080308,雲林縣斗六市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3002,毒品,1071222,雲林縣斗六市,出租公寓（套房）,    ,    ,1,安非他命,0
3003,毒品,1080122,雲林縣斗六市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
3004,毒品,1080107,雲林縣斗六市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3005,毒品,1080106,雲林縣斗六市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
3006,毒品,1071222,雲林縣斗六市,出租公寓（套房）,    ,    ,1,安非他命,0
3007,毒品,1071222,雲林縣斗六市,出租公寓（套房）,    ,    ,1,安非他命,0
3008,毒品,1080226,基隆市仁愛區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3009,毒品,1080306,台南市西港區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
3010,毒品,1080221,屏東縣萬巒鄉,普通住宅(一、二層樓),    ,房間（起居室）,1,海洛因,0
3010,毒品,1080221,屏東縣萬巒鄉,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
3011,毒品,1071120,屏東縣內埔鄉,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
3012,毒品,1080407,高雄市杉林區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.26
3013,毒品,1080220,桃園市平鎮區,便利商店,    ,    ,1,甲基安非他命,0
3014,毒品,1070904,高雄市三民區,旅社飯店客棧汽車旅館,    ,門口(出入口),1,安非他命,0
3015,毒品,1071017,高雄市小港區,便利商店,    ,    ,1,安非他命,0
3016,毒品,1080411,高雄市三民區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.48
3017,毒品,1080303,嘉義市西區,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
3018,毒品,1080312,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3019,毒品,1080109,屏東縣屏東市,公園,    ,公廁,1,海洛因,0
3020,毒品,1080417,台南市安南區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.25
3021,毒品,1080211,台南市安南區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3022,毒品,1071227,台南市安南區,普通住宅(一、二層樓),    ,    ,2,安非他命,10.71
3022,毒品,1071227,台南市安南區,普通住宅(一、二層樓),    ,    ,2,海洛因,0
3023,毒品,1080310,花蓮縣新城鄉,透天厝,    ,    ,1,海洛因,0
3023,毒品,1080310,花蓮縣新城鄉,透天厝,    ,    ,1,安非他命,0
3024,毒品,1070715,花蓮縣新城鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3025,毒品,1080306,花蓮縣新城鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3026,毒品,1080305,花蓮縣新城鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3027,毒品,1080305,花蓮縣新城鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3028,毒品,1080319,花蓮縣新城鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3029,毒品,1080215,花蓮縣秀林鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3030,毒品,1080328,花蓮縣秀林鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3031,毒品,1071215,金門縣金寧鄉,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
3032,毒品,1080104,台中市大雅區,透天厝,    ,    ,1,安非他命,0
3032,毒品,1080104,台中市大雅區,透天厝,    ,    ,1,甲基安非他命,0
3033,毒品,1080410,台中市大雅區,透天厝,    ,    ,1,安非他命,0
3034,毒品,1080422,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.05
3035,毒品,1080421,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.09
3036,毒品,1080419,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,19.27
3037,毒品,1080423,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),21.41
3038,毒品,1080312,彰化縣彰化市,透天厝,    ,    ,1,安非他命,0
3039,毒品,1080401,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.92
3040,毒品,1080331,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1.26
3041,毒品,1080424,新竹縣竹東鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0.25
3042,毒品,1080109,高雄市大寮區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0.63
3042,毒品,1080109,高雄市大寮區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,1.22
3043,毒品,1080310,高雄市大寮區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3043,毒品,1080310,高雄市大寮區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
3044,毒品,1080330,桃園市蘆竹區,普通住宅(一、二層樓),    ,    ,1,海洛因,1.55
3045,毒品,1080330,桃園市蘆竹區,普通住宅(一、二層樓),    ,    ,1,海洛因,1.55
3046,毒品,1080407,新竹縣竹北市,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
3047,毒品,1080107,新竹縣竹北市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3048,毒品,1080316,新竹縣竹北市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3049,毒品,1080309,高雄市鼓山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3050,毒品,1080204,新北市板橋區,公寓(三至五層建築物),    ,    ,1,安非他命,0
3051,毒品,1080315,基隆市中山區,公寓(三至五層建築物),    ,    ,1,安非他命,0
3052,毒品,1080204,基隆市仁愛區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3053,毒品,1080426,基隆市仁愛區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),2423
3054,毒品,1080425,台北市中正區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,31.68
3055,毒品,1071108,屏東縣新埤鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
3055,毒品,1071108,屏東縣新埤鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
3056,毒品,1070920,屏東縣新埤鄉,菜(果)園,    ,    ,1,海洛因,0
3056,毒品,1070920,屏東縣新埤鄉,菜(果)園,    ,    ,1,安非他命,0
3057,毒品,1080411,台北市大同區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
3058,毒品,1080407,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1.44
3059,毒品,1080316,基隆市中正區,公寓(三至五層建築物),    ,    ,1,安非他命,0
3060,毒品,1080414,台南市永康區,公路(省、縣、鄉、鎮道,    ,    ,3,安非他命,20.3
3061,毒品,1080301,基隆市信義區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3061,毒品,1080301,基隆市信義區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
3062,毒品,1080413,台南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3063,毒品,1071205,高雄市三民區,普通住宅(一、二層樓),    ,房間（起居室）,1,鴉片(阿片),0
3064,毒品,1080416,高雄市三民區,旅社飯店客棧汽車旅館,    ,其他共同附屬場所,1,安非他命,4.04
3065,毒品,1080328,高雄市三民區,大廈(六層以上建築物),    ,    ,1,安非他命,1.31
3065,毒品,1080328,高雄市三民區,大廈(六層以上建築物),    ,    ,1,硝甲西泮(硝甲氮平),1.19
3066,毒品,1080228,高雄市路竹區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
3067,毒品,1080110,新竹市北區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
3067,毒品,1080110,新竹市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3068,毒品,1050401,宜蘭縣壯圍鄉,普通住宅(一、二層樓),    ,    ,2,K(愷)他命(含液態),0.74
3069,毒品,1080404,宜蘭縣三星鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
3070,毒品,1080308,高雄市苓雅區,大廈(六層以上建築物),    ,    ,1,安非他命,0
3071,毒品,1080227,高雄市苓雅區,大廈(六層以上建築物),    ,    ,1,安非他命,0
3072,毒品,1080429,新竹縣芎林鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3073,毒品,1080427,新竹縣芎林鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.64
3074,毒品,1071202,屏東縣恆春鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
3075,毒品,1080305,屏東縣恆春鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
3076,毒品,1080314,屏東縣恆春鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3077,毒品,1080310,彰化縣彰化市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3078,毒品,1080306,基隆市中山區,集合住宅,    ,    ,1,安非他命,0
3079,毒品,1061231,屏東縣東港鎮,便利商店,    ,    ,1,甲基安非他命,0
3080,毒品,1071201,屏東縣東港鎮,便利商店,    ,    ,1,安非他命,0
3080,毒品,1071201,屏東縣東港鎮,便利商店,    ,    ,1,海洛因,0
3081,毒品,1080417,彰化縣伸港鄉,公路(省、縣、鄉、鎮道,UThome聊天室,電腦網路,1,安非他命,0.8
3082,毒品,1080417,彰化縣伸港鄉,加油站,    ,公廁,1,海洛因,0.52
3083,毒品,1080413,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,7.62
3083,毒品,1080413,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
3084,毒品,1080413,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
3084,毒品,1080413,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,3.77
3085,毒品,1080418,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,3.66
3086,毒品,1080423,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,FM2,0.01
3086,毒品,1080423,桃園市龜山區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),6.57
3087,毒品,1080103,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
3088,毒品,1080323,屏東縣屏東市,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
3089,毒品,1080319,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3090,毒品,1071019,高雄市鳳山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3091,毒品,1080422,台南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.47
3092,毒品,1080301,台中市西屯區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3093,毒品,1080106,台中市西屯區,大廈(六層以上建築物),    ,    ,2,大麻,100.8
3094,毒品,1080308,台中市西屯區,出租公寓（套房）,    ,    ,1,安非他命,0
3094,毒品,1080308,台中市西屯區,出租公寓（套房）,    ,    ,1,甲基安非他命,0
3095,毒品,1071101,嘉義縣水上鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3096,毒品,1080411,台中市西屯區,汽車旅館,    ,    ,1,甲基卡西酮,2.9
3097,毒品,1071227,台南市南區,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
3098,毒品,1071208,台南市南區,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
3099,毒品,1071215,台中市北區,出租公寓（套房）,    ,    ,1,安非他命,0.3
3100,毒品,1080128,新北市中和區,公寓(三至五層建築物),    ,    ,1,安非他命,0
3101,毒品,1080430,新竹縣新豐鄉,普通住宅(一、二層樓),    ,客廳,1,安非他命,2.13
3102,毒品,1080228,新竹縣竹北市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3103,毒品,1080307,台南市東區,大廈(六層以上建築物),    ,    ,1,安非他命,0
3103,毒品,1080307,台南市東區,大廈(六層以上建築物),    ,    ,1,鴉片(阿片),0
3104,毒品,1070828,彰化縣二林鎮,透天厝,    ,    ,1,安非他命,0
3105,毒品,1080402,苗栗縣竹南鎮,公路(省、縣、鄉、鎮道,    ,    ,1,FM2,18
3106,毒品,1071206,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
3107,毒品,1080311,台南市仁德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3108,毒品,1080416,基隆市中正區,公寓(三至五層建築物),    ,    ,1,安非他命,1.1
3109,毒品,1080416,基隆市信義區,大廈(六層以上建築物),    ,    ,1,安非他命,0.48
3110,毒品,1080417,基隆市中正區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.4
3111,毒品,1080417,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.6
3111,毒品,1080417,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,0.87
3111,毒品,1080417,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,3.77
3113,毒品,1080318,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3114,毒品,1080425,屏東縣內埔鄉,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
3115,毒品,1080412,新北市永和區,公路(省、縣、鄉、鎮道,    ,    ,2,硝甲西泮(硝甲氮平),0.01
3115,毒品,1080412,新北市永和區,公路(省、縣、鄉、鎮道,    ,    ,2,K(愷)他命(含液態),0.66
3116,毒品,1080313,桃園市龍潭區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
3116,毒品,1080313,桃園市龍潭區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3117,毒品,1080314,高雄市小港區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3118,毒品,1080410,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3119,毒品,1071026,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
3120,毒品,1071106,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.01
3121,毒品,1080428,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3122,毒品,1080426,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.51
3123,毒品,1080423,台北市內湖區,公路(省、縣、鄉、鎮道,    ,汽車上,1,海洛因,0.44
3124,毒品,1080216,台北市內湖區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3125,毒品,1080129,新北市新莊區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
3126,毒品,1080317,高雄市大寮區,普通住宅(一、二層樓),    ,房間（起居室）,1,海洛因,0
3127,毒品,1080209,新北市汐止區,公寓(三至五層建築物),    ,    ,1,安非他命,0
3128,毒品,1080209,新北市汐止區,公寓(三至五層建築物),    ,    ,1,安非他命,0
3128,毒品,1080209,新北市汐止區,公寓(三至五層建築物),    ,    ,1,海洛因,0
3129,毒品,1080425,新北市汐止區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.24
3130,毒品,1080421,台中市北屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.92
3131,毒品,1080422,台中市北屯區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,3.08
3132,毒品,1080310,桃園市龍潭區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
3133,毒品,1080425,雲林縣台西鄉,普通住宅(一、二層樓),    ,    ,1,甲基卡西酮,99.8
3134,毒品,1080217,台南市西港區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3135,毒品,1080428,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,12.78
3136,毒品,1080321,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,嗎啡,0
3137,毒品,1080310,新北市中和區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3138,毒品,1080312,台南市西港區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3139,毒品,1080304,台南市西港區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3140,毒品,1080307,台南市仁德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3141,毒品,1080421,桃園市龍潭區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3142,毒品,1080312,台南市仁德區,透天厝,    ,    ,1,安非他命,0
3143,毒品,1080409,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.72
3143,毒品,1080409,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.53
3143,毒品,1080409,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.78
3143,毒品,1080409,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.22
3143,毒品,1080409,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.61
3144,毒品,1080409,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,11.02
3144,毒品,1080409,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,11.34
3144,毒品,1080409,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,11.19
3145,毒品,1080408,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.18
3145,毒品,1080408,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.96
3146,毒品,1080405,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,FM2,14.44
3146,毒品,1080405,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,FM2,14.44
3147,毒品,1080404,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.52
3147,毒品,1080404,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.98
3148,毒品,1080404,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.5
3148,毒品,1080404,高雄市新興區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.69
3149,毒品,1080305,新竹縣竹東鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3150,毒品,1070415,新竹縣北埔鄉,寺廟、道觀、佛堂、神壇,    ,    ,1,麻黃鹼(含麻黃素麻黃素鹽酸鹽,0
3151,毒品,1080224,台南市東區,大廈(六層以上建築物),    ,    ,1,安非他命,0
3152,毒品,1071211,新北市三重區,商店行號,    ,    ,1,安非他命,0
3153,毒品,1080430,新北市三重區,公寓(三至五層建築物),    ,    ,2,海洛因,0.37
3154,毒品,1080403,高雄市左營區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,60.5
3156,毒品,1080309,新竹市北區,出租公寓（套房）,    ,    ,1,安非他命,0
3157,毒品,1080321,台北市大同區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
3158,毒品,1080315,新竹市北區,網路咖啡館(店),    ,    ,1,安非他命,0
3159,毒品,1080115,嘉義縣朴子市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3160,毒品,1080410,台北市文山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0
3161,毒品,1080215,台南市佳里區,公寓(三至五層建築物),    ,    ,1,大麻,0
3162,毒品,1080305,屏東縣新園鄉,普通住宅(一、二層樓),    ,廁所（非公廁）,1,原嗎啡,0
3163,毒品,1080406,台南市安定區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3164,毒品,1080417,台南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3165,毒品,1080128,南投縣埔里鎮,普通住宅(一、二層樓),    ,房間（起居室）,1,嗎啡,0
3166,毒品,1080129,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
3166,毒品,1080129,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
3167,毒品,1080303,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
3168,毒品,1080415,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,11.46
3169,毒品,1080415,新北市三芝區,普通住宅(一、二層樓),    ,    ,2,海洛因,2.54
3169,毒品,1080415,新北市三芝區,普通住宅(一、二層樓),    ,    ,2,安非他命,3.5
3170,毒品,1080228,台東縣太麻里鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3171,毒品,1070720,屏東縣萬巒鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
3171,毒品,1070720,屏東縣萬巒鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3172,毒品,1071208,屏東縣內埔鄉,公寓(三至五層建築物),    ,    ,1,安非他命,0
3173,毒品,1080402,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.04
3174,毒品,1080407,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,40.1
3174,毒品,1080407,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,4.66
3175,毒品,1080403,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1.52
3176,毒品,1080403,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3177,毒品,1080407,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.22
3178,毒品,1080404,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,8.14
3179,毒品,1080409,台北市北投區,公寓(三至五層建築物),    ,    ,1,K(愷)他命(含液態),50.17
3180,毒品,1080408,台北市北投區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3181,毒品,1080409,台北市北投區,公寓(三至五層建築物),    ,    ,1,安非他命,0.93
3182,毒品,1080411,台中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基卡西酮,38.43
3183,毒品,1080305,苗栗縣苗栗市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3184,毒品,1080401,新北市五股區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,20.3
3184,毒品,1080401,新北市五股區,大廈(六層以上建築物),    ,    ,1,大麻,1.48
3185,毒品,1080401,新北市八里區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.99
3186,毒品,1080401,台北市北投區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3187,毒品,1080306,台北市北投區,透天厝,    ,    ,1,甲基安非他命,0.01
3188,毒品,1071204,嘉義縣民雄鄉,透天厝,    ,    ,1,甲基安非他命,0
3189,毒品,1080308,新北市汐止區,大廈(六層以上建築物),    ,    ,1,甲基安非他命,0.83
3190,毒品,1080424,嘉義縣新港鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
3191,毒品,1080424,嘉義縣新港鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,17
3192,毒品,1080226,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3193,毒品,1080410,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3194,毒品,1080410,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.3
3195,毒品,1080406,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
3196,毒品,1080430,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.88
3196,毒品,1080430,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,海洛因,22.75
3197,毒品,1080328,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
3198,毒品,1080405,新北市土城區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.7
3199,毒品,1080306,新北市土城區,大廈(六層以上建築物),    ,    ,1,安非他命,0
3200,毒品,1080419,高雄市大樹區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.5
3201,毒品,1080320,台中市新社區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
3202,毒品,1080317,桃園市新屋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.1
3203,毒品,1080410,桃園市楊梅區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,6.2
3203,毒品,1080410,桃園市楊梅區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,11.51
3204,毒品,1080409,桃園市新屋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.1
3205,毒品,1071012,新北市新店區,公寓(三至五層建築物),    ,樓梯間,1,安非他命,0
3206,毒品,1080216,台東縣關山鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3207,毒品,1080225,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
3208,毒品,1080301,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
